gsn,drugname,strength,dosetype, price 
003273,MEDROXYPROGESTERONE ACETATE,5 MG,TABLET, $0.20 
003274,NORETHINDRONE ACETATE,5 MG,TABLET, $0.55 
003278,METHYLERGONOVINE MALEATE,.2MG/ML(1),AMPUL, $10.35 
003279,METHYLERGONOVINE MALEATE,0.2 MG,TABLET, $17.11 
003283,OXYTOCIN,10 UNIT/ML,VIAL, $0.81 
003285,CARBOPROST TROMETHAMINE,250 MCG/ML,AMPUL, $196.18 
003293,NORETHINDRONE-ETHIN. ESTRADIOL,0.4-0.035,TABLET, $0.86 
003294,NORETHINDRONE-ETHIN. ESTRADIOL,0.5-0.035,TABLET, $1.07 
003295,NORETHINDRONE-ETHIN. ESTRADIOL,1 MG-35MCG,TABLET, $0.39 
003298,NORETHINDRONE-ETHIN. ESTRADIOL,7 DAYS X 3,TABLET, $0.69 
003299,NORETHINDRONE-ETHIN. ESTRADIOL,7-9-5,TABLET, $1.75 
003300,NORETHINDRONE-E.ESTRADIOL-IRON,1.5-30(21),TABLET, $0.15 
003301,NORETHINDRONE-E.ESTRADIOL-IRON,1MG-20(21),TABLET, $0.14 
003304,NORETHINDRONE AC/ETH ESTRADIOL,1.5-0.03MG,TABLET, $0.68 
003305,NORETHINDRONE AC/ETH ESTRADIOL,1MG-20MCG,TABLET, $0.42 
003308,ETHYNODIOL D-ETHINYL ESTRADIOL,1 MG-35MCG,TABLET, $0.90 
003309,ETHYNODIOL D-ETHINYL ESTRADIOL,1 MG-50MCG,TABLET, $1.27 
003310,NORGESTREL-ETHINYL ESTRADIOL,0.3-0.03MG,TABLET, $0.58 
003313,NORETHINDRONE,0.35 MG,TABLET, $0.11 
003314,LEVONORGESTREL/ETHIN.ESTRADIOL,0.15-0.03,TABLET, $0.17 
003315,LEVONORGESTREL/ETHIN.ESTRADIOL,6-5-10,TABLET, $0.73 
003349,BUPIVACAINE HCL/EPINEPHRINE,0.25-.0005,VIAL, $0.31 
003350,BUPIVACAINE HCL/EPINEPHRINE,0.5-1:200K,VIAL, $0.32 
003358,BUPIVACAINE HCL,2.5 MG/ML,VIAL, $0.07 
003359,BUPIVACAINE HCL,5 MG/ML,VIAL, $0.05 
003377,CHLOROPROCAINE HCL/PF,30 MG/ML,VIAL, $1.35 
003378,LIDOCAINE HCL/EPINEPHRINE/PF,1.5-1:200K,AMPUL, $0.60 
003385,LIDOCAINE HCL/EPINEPHRINE,0.5-1:200K,VIAL, $0.12 
003386,LIDOCAINE HCL/EPINEPHRINE/PF,1.5-1:200K,VIAL, $0.50 
003388,LIDOCAINE HCL/EPINEPHRINE,1%-1:100K,VIAL, $0.13 
003389,LIDOCAINE HCL/EPINEPHRINE/PF,2%-1:200K,VIAL, $0.64 
003390,LIDOCAINE HCL/EPINEPHRINE,2 %-1:100K,VIAL, $0.24 
003402,LIDOCAINE HCL,5 MG/ML,VIAL, $0.14 
003404,LIDOCAINE HCL,10 MG/ML,VIAL, $0.08 
003405,LIDOCAINE HCL,20 MG/ML,VIAL, $0.11 
003411,LIDOCAINE HCL,2 %,SOLUTION, $0.10 
003412,LIDOCAINE HCL,40 MG/ML,SOLUTION, $0.99 
003480,BENZOCAINE,10 %,GEL (GRAM), $1.28 
003481,BENZOCAINE,20 %,GEL (GRAM), $0.07 
003533,DOXAPRAM HCL,20 MG/ML,VIAL, $3.45 
003623,PENTOBARBITAL SODIUM,50 MG/ML,VIAL, $43.96 
003675,TRYPTOPHAN,500 MG,CAPSULE, $0.15 
003689,TEMAZEPAM,15 MG,CAPSULE, $0.07 
003690,TEMAZEPAM,30 MG,CAPSULE, $0.08 
003693,TRIAZOLAM,0.125 MG,TABLET, $1.25 
003694,TRIAZOLAM,0.25 MG,TABLET, $1.12 
003699,ACETAMINOPHEN/DIPHENHYDRAMINE,500MG-25MG,TABLET, $0.01 
003705,DIPHENHYDRAMINE HCL,25 MG,TABLET, $0.03 
003706,DIPHENHYDRAMINE HCL,50 MG,TABLET, $0.26 
003707,DOXYLAMINE SUCCINATE,25 MG,TABLET, $0.24 
003713,MEPROBAMATE,200 MG,TABLET, $4.68 
003714,MEPROBAMATE,400 MG,TABLET, $5.35 
003725,HYDROXYZINE HCL,10 MG/5 ML,SOLUTION, $0.17 
003726,HYDROXYZINE HCL,10 MG,TABLET, $0.04 
003728,HYDROXYZINE HCL,25 MG,TABLET, $0.07 
003729,HYDROXYZINE HCL,50 MG,TABLET, $0.10 
003731,HYDROXYZINE PAMOATE,25 MG,CAPSULE, $0.06 
003732,HYDROXYZINE PAMOATE,50 MG,CAPSULE, $0.16 
003734,CHLORDIAZEPOXIDE HCL,10 MG,CAPSULE, $0.20 
003735,CHLORDIAZEPOXIDE HCL,25 MG,CAPSULE, $0.27 
003736,CHLORDIAZEPOXIDE HCL,5 MG,CAPSULE, $0.32 
003744,CLORAZEPATE DIPOTASSIUM,15 MG,TABLET, $3.10 
003745,CLORAZEPATE DIPOTASSIUM,3.75 MG,TABLET, $1.78 
003746,CLORAZEPATE DIPOTASSIUM,7.5 MG,TABLET, $1.30 
003755,LORAZEPAM,2 MG/ML,VIAL, $1.36 
003756,LORAZEPAM,4 MG/ML,VIAL, $1.53 
003757,LORAZEPAM,0.5 MG,TABLET, $0.06 
003758,LORAZEPAM,1 MG,TABLET, $0.10 
003759,LORAZEPAM,2 MG,TABLET, $0.07 
003763,DIAZEPAM,5 MG/ML,VIAL, $3.16 
003764,DIAZEPAM,5 MG/5 ML,SOLUTION, $1.42 
003765,DIAZEPAM,5 MG/ML,ORAL CONC, $0.93 
003766,DIAZEPAM,10 MG,TABLET, $0.03 
003767,DIAZEPAM,2 MG,TABLET, $0.03 
003768,DIAZEPAM,5 MG,TABLET, $0.03 
003769,OXAZEPAM,10 MG,CAPSULE, $0.77 
003770,OXAZEPAM,15 MG,CAPSULE, $0.97 
003771,OXAZEPAM,30 MG,CAPSULE, $1.41 
003773,ALPRAZOLAM,0.25 MG,TABLET, $0.03 
003774,ALPRAZOLAM,0.5 MG,TABLET, $0.04 
003775,ALPRAZOLAM,1 MG,TABLET, $0.04 
003780,MIDAZOLAM HCL,5 MG/ML,VIAL, $0.38 
003781,BUSPIRONE HCL,10 MG,TABLET, $0.06 
003782,BUSPIRONE HCL,5 MG,TABLET, $0.03 
003788,CHLORPROMAZINE HCL,25 MG/ML,AMPUL, $17.70 
003796,CHLORPROMAZINE HCL,10 MG,TABLET, $0.78 
003797,CHLORPROMAZINE HCL,100 MG,TABLET, $1.38 
003798,CHLORPROMAZINE HCL,200 MG,TABLET, $2.32 
003799,CHLORPROMAZINE HCL,25 MG,TABLET, $0.94 
003800,CHLORPROMAZINE HCL,50 MG,TABLET, $1.36 
003818,FLUPHENAZINE DECANOATE,25 MG/ML,VIAL, $11.42 
003823,FLUPHENAZINE HCL,1 MG,TABLET, $0.39 
003824,FLUPHENAZINE HCL,10 MG,TABLET, $0.62 
003825,FLUPHENAZINE HCL,2.5 MG,TABLET, $0.34 
003826,FLUPHENAZINE HCL,5 MG,TABLET, $0.45 
003830,PERPHENAZINE,16 MG,TABLET, $0.87 
003831,PERPHENAZINE,2 MG,TABLET, $0.43 
003832,PERPHENAZINE,4 MG,TABLET, $0.40 
003833,PERPHENAZINE,8 MG,TABLET, $0.57 
003837,PROCHLORPERAZINE EDISYLATE,5 MG/ML,VIAL, $9.83 
003844,PROCHLORPERAZINE,25 MG,SUPP.RECT, $6.91 
003846,PROCHLORPERAZINE MALEATE,10 MG,TABLET, $0.41 
003848,PROCHLORPERAZINE MALEATE,5 MG,TABLET, $0.27 
003851,TRIFLUOPERAZINE HCL,1 MG,TABLET, $1.10 
003852,TRIFLUOPERAZINE HCL,10 MG,TABLET, $2.06 
003853,TRIFLUOPERAZINE HCL,2 MG,TABLET, $1.53 
003854,TRIFLUOPERAZINE HCL,5 MG,TABLET, $1.15 
003859,THIORIDAZINE HCL,10 MG,TABLET, $0.72 
003860,THIORIDAZINE HCL,100 MG,TABLET, $0.73 
003864,THIORIDAZINE HCL,25 MG,TABLET, $1.02 
003865,THIORIDAZINE HCL,50 MG,TABLET, $1.03 
003866,PROMETHAZINE HCL,25 MG/ML,AMPUL, $2.22 
003867,PROMETHAZINE HCL,50 MG/ML,AMPUL, $3.25 
003870,PROMETHAZINE HCL,25 MG/ML,VIAL, $1.09 
003871,PROMETHAZINE HCL,50 MG/ML,VIAL, $2.36 
003872,PROMETHAZINE HCL,12.5 MG,SUPP.RECT, $6.30 
003873,PROMETHAZINE HCL,25 MG,SUPP.RECT, $4.23 
003874,PROMETHAZINE HCL,50 MG,SUPP.RECT, $25.90 
003876,PROMETHAZINE HCL,6.25MG/5ML,SYRUP, $0.05 
003877,PROMETHAZINE HCL,12.5 MG,TABLET, $0.11 
003878,PROMETHAZINE HCL,25 MG,TABLET, $0.07 
003879,PROMETHAZINE HCL,50 MG,TABLET, $0.18 
003966,HALOPERIDOL DECANOATE,50 MG/ML,AMPUL, $16.65 
003967,HALOPERIDOL DECANOATE,50 MG/ML,VIAL, $6.70 
003970,HALOPERIDOL LACTATE,5 MG/ML,VIAL, $1.35 
003971,HALOPERIDOL LACTATE,2 MG/ML,ORAL CONC, $0.43 
003972,HALOPERIDOL,0.5 MG,TABLET, $0.15 
003973,HALOPERIDOL,1 MG,TABLET, $0.18 
003974,HALOPERIDOL,10 MG,TABLET, $0.18 
003975,HALOPERIDOL,2 MG,TABLET, $0.21 
003976,HALOPERIDOL,20 MG,TABLET, $0.30 
003977,HALOPERIDOL,5 MG,TABLET, $0.15 
003981,LOXAPINE SUCCINATE,10 MG,CAPSULE, $0.62 
003982,LOXAPINE SUCCINATE,25 MG,CAPSULE, $0.87 
003983,LOXAPINE SUCCINATE,5 MG,CAPSULE, $0.70 
003984,LOXAPINE SUCCINATE,50 MG,CAPSULE, $1.48 
003995,THIOTHIXENE,1 MG,CAPSULE, $1.56 
003996,THIOTHIXENE,10 MG,CAPSULE, $3.11 
003997,THIOTHIXENE,2 MG,CAPSULE, $1.84 
003999,THIOTHIXENE,5 MG,CAPSULE, $2.72 
004000,LITHIUM CARBONATE,150 MG,CAPSULE, $0.09 
004001,LITHIUM CARBONATE,300 MG,CAPSULE, $0.07 
004002,LITHIUM CARBONATE,600 MG,CAPSULE, $0.26 
004003,LITHIUM CARBONATE,300 MG,TABLET, $0.14 
004004,LITHIUM CARBONATE,300 MG,TABLET ER, $0.28 
004005,LITHIUM CARBONATE,450 MG,TABLET ER, $0.45 
004006,LITHIUM CITRATE,8 MEQ/5 ML,SOLUTION, $0.90 
004010,CYPROHEPTADINE HCL,2 MG/5 ML,SYRUP, $0.05 
004011,CYPROHEPTADINE HCL,4 MG,TABLET, $0.12 
004026,METHYLPHENIDATE HCL,10 MG,TABLET, $0.21 
004027,METHYLPHENIDATE HCL,20 MG,TABLET, $0.27 
004028,METHYLPHENIDATE HCL,5 MG,TABLET, $0.16 
004029,METHYLPHENIDATE HCL,20 MG,TABLET ER, $1.21 
004087,MORPHINE SULFATE,10 MG/5 ML,SOLUTION, $0.07 
004089,MORPHINE SULFATE,20 MG/5 ML,SOLUTION, $0.10 
004090,MORPHINE SULFATE,100 MG/5ML,SOLUTION, $0.37 
004091,MORPHINE SULFATE,15 MG,TABLET, $0.39 
004092,MORPHINE SULFATE,30 MG,TABLET, $0.71 
004096,MORPHINE SULFATE,30 MG,TABLET ER, $0.63 
004097,MORPHINE SULFATE,60 MG,TABLET ER, $1.22 
004103,HYDROMORPHONE HCL,2 MG/ML,SYRINGE, $3.28 
004106,HYDROMORPHONE HCL,2 MG/ML,VIAL, $1.44 
004110,HYDROMORPHONE HCL,2 MG,TABLET, $0.09 
004112,HYDROMORPHONE HCL,4 MG,TABLET, $0.27 
004120,CODEINE/BUTALBITAL/ASA/CAFFEIN,30-50-325,CAPSULE, $2.49 
004149,BUTALBIT/ACETAMIN/CAFF/CODEINE,50-325-30,CAPSULE, $1.09 
004163,ACETAMINOPHEN WITH CODEINE,300MG-15MG,TABLET, $0.41 
004165,ACETAMINOPHEN WITH CODEINE,300MG-30MG,TABLET, $0.20 
004169,ACETAMINOPHEN WITH CODEINE,300MG-60MG,TABLET, $0.38 
004186,CODEINE SULFATE,30 MG,TABLET, $1.02 
004222,OXYCODONE HCL/ACETAMINOPHEN,5 MG-325MG,TABLET, $0.05 
004224,OXYCODONE HCL,5 MG/5 ML,SOLUTION, $0.07 
004225,OXYCODONE HCL,5 MG,TABLET, $0.15 
004228,LEVORPHANOL TARTRATE,2 MG,TABLET, $24.50 
004229,NALBUPHINE HCL,10 MG/ML,AMPUL, $6.70 
004235,METHADONE HCL,10 MG/ML,VIAL, $13.47 
004237,METHADONE HCL,10 MG/5 ML,SOLUTION, $0.19 
004238,METHADONE HCL,5 MG/5 ML,SOLUTION, $0.21 
004239,METHADONE HCL,10 MG/ML,ORAL CONC, $0.10 
004240,METHADONE HCL,10 MG,TABLET, $0.10 
004242,METHADONE HCL,5 MG,TABLET, $0.21 
004247,SUFENTANIL CITRATE,50 MCG/ML,AMPUL, $2.84 
004248,ALFENTANIL HCL,500 MCG/ML,AMPUL, $1.62 
004285,MEFENAMIC ACID,250 MG,CAPSULE, $2.74 
004287,BUTORPHANOL TARTRATE,1 MG/ML,VIAL, $11.01 
004288,BUTORPHANOL TARTRATE,2 MG/ML,VIAL, $4.14 
004292,PENTAZOCINE HCL/NALOXONE HCL,50MG-0.5MG,TABLET, $3.31 
004308,BUTALBITAL/ASPIRIN/CAFFEINE,50-325-40,CAPSULE, $0.62 
004312,ORPHENADRINE/ASPIRIN/CAFFEINE,50-770-60,TABLET, $20.48 
004376,ASPIRIN,325 MG,TABLET, $0.02 
004380,ASPIRIN,81 MG,TAB CHEW, $0.02 
004381,ASPIRIN,325 MG,TABLET DR, $0.04 
004439,SALSALATE,750 MG,TABLET, $0.58 
004443,DIFLUNISAL,500 MG,TABLET, $1.54 
004444,MESALAMINE,4 G/60 ML,ENEMA, $0.27 
004450,BUTALB/ACETAMINOPHEN/CAFFEINE,50-325-40,CAPSULE, $5.39 
004451,BUTALB/ACETAMINOPHEN/CAFFEINE,50-325-40,TABLET, $0.15 
004459,BUTALBITAL/ACETAMINOPHEN,50MG-325MG,TABLET, $1.37 
004475,ACETAMINOPHEN,120 MG,SUPP.RECT, $0.18 
004478,ACETAMINOPHEN,650 MG,SUPP.RECT, $0.36 
004484,ACETAMINOPHEN,160 MG/5ML,LIQUID, $0.01 
004485,ACETAMINOPHEN,500MG/15ML,LIQUID, $0.02 
004489,ACETAMINOPHEN,325 MG,TABLET, $0.02 
004490,ACETAMINOPHEN,500 MG,TABLET, $0.01 
004493,ACETAMINOPHEN,160 MG,TAB CHEW, $0.36 
004494,ACETAMINOPHEN,80 MG,TAB CHEW, $0.09 
004504,DIHYDROERGOTAMINE MESYLATE,1 MG/ML,AMPUL, $57.50 
004514,NALOXONE HCL,1 MG/ML,SYRINGE, $10.52 
004516,NALOXONE HCL,0.4 MG/ML,VIAL, $5.30 
004518,NALTREXONE HCL,50 MG,TABLET, $1.09 
004521,PHENYTOIN SODIUM EXTENDED,100 MG,CAPSULE, $0.15 
004528,PHENYTOIN SODIUM,50 MG/ML,VIAL, $0.42 
004529,PHENYTOIN,125 MG/5ML,ORAL SUSP, $0.14 
004531,PHENYTOIN,50 MG,TAB CHEW, $0.38 
004535,VALPROIC ACID (AS SODIUM SALT),250 MG/5ML,SOLUTION, $0.05 
004536,VALPROIC ACID,250 MG,CAPSULE, $0.23 
004537,DIVALPROEX SODIUM,125 MG,CAP DR SPR, $0.42 
004538,DIVALPROEX SODIUM,125 MG,TABLET DR, $0.10 
004539,DIVALPROEX SODIUM,250 MG,TABLET DR, $0.12 
004540,DIVALPROEX SODIUM,500 MG,TABLET DR, $0.15 
004543,PRIMIDONE,250 MG,TABLET, $0.31 
004544,PRIMIDONE,50 MG,TABLET, $0.17 
004553,METHSUXIMIDE,300 MG,CAPSULE, $5.11 
004554,ETHOSUXIMIDE,250 MG,CAPSULE, $0.57 
004555,ETHOSUXIMIDE,250 MG/5ML,SOLUTION, $0.18 
004557,CARBAMAZEPINE,100 MG/5ML,ORAL SUSP, $0.13 
004558,CARBAMAZEPINE,200 MG,TABLET, $0.08 
004559,CARBAMAZEPINE,100 MG,TAB CHEW, $0.49 
004560,CLONAZEPAM,0.5 MG,TABLET, $0.03 
004561,CLONAZEPAM,1 MG,TABLET, $0.05 
004562,CLONAZEPAM,2 MG,TABLET, $0.05 
004575,AMANTADINE HCL,100 MG,CAPSULE, $0.23 
004576,AMANTADINE HCL,50 MG/5 ML,SOLUTION, $0.08 
004581,TRIHEXYPHENIDYL HCL,2 MG,TABLET, $0.09 
004582,TRIHEXYPHENIDYL HCL,5 MG,TABLET, $0.16 
004588,BENZTROPINE MESYLATE,2 MG/2 ML,AMPUL, $27.68 
004589,BENZTROPINE MESYLATE,0.5 MG,TABLET, $0.11 
004590,BENZTROPINE MESYLATE,1 MG,TABLET, $0.11 
004591,BENZTROPINE MESYLATE,2 MG,TABLET, $0.14 
004593,ORPHENADRINE CITRATE,30 MG/ML,VIAL, $8.89 
004595,ORPHENADRINE CITRATE,100 MG,TABLET ER, $0.55 
004626,DEXTROMETHORPHAN HBR,10 MG/5 ML,LIQUID, $0.06 
004630,DEXTROMETHORPHAN POLISTIREX,30 MG/5 ML,SUS ER 12H, $0.09 
004641,BENZONATATE,100 MG,CAPSULE, $0.08 
004653,METHOCARBAMOL,100 MG/ML,VIAL, $0.89 
004654,METHOCARBAMOL,500 MG,TABLET, $0.02 
004655,METHOCARBAMOL,750 MG,TABLET, $0.03 
004659,CHLORZOXAZONE,250 MG,TABLET, $13.06 
004660,CHLORZOXAZONE,500 MG,TABLET, $0.40 
004663,CARISOPRODOL,350 MG,TABLET, $0.06 
004664,METAXALONE,400 MG,TABLET, $4.19 
004666,DANTROLENE SODIUM,100 MG,CAPSULE, $1.39 
004667,DANTROLENE SODIUM,25 MG,CAPSULE, $0.74 
004668,DANTROLENE SODIUM,50 MG,CAPSULE, $1.12 
004669,DANTROLENE SODIUM,20 MG,VIAL, $69.05 
004676,SUCCINYLCHOLINE CHLORIDE,20 MG/ML,VIAL, $0.31 
004679,BACLOFEN,10 MG,TABLET, $0.05 
004680,BACLOFEN,20 MG,TABLET, $0.07 
004681,CYCLOBENZAPRINE HCL,10 MG,TABLET, $0.02 
004693,DRONABINOL,10 MG,CAPSULE, $4.16 
004694,DRONABINOL,2.5 MG,CAPSULE, $2.26 
004695,DRONABINOL,5 MG,CAPSULE, $4.21 
004698,PHOSPHORATED CARBO(DEXT-FRUCT),,SOLUTION, $0.07 
004704,SCOPOLAMINE,1 MG/3 DAY,PATCH TD 3, $7.49 
004720,DIMENHYDRINATE,50 MG,TABLET, $0.01 
004722,DOXYLAMINE SUCCINATE/VIT B6,10 MG-10MG,TABLET DR, $3.12 
004731,MECLIZINE HCL,12.5 MG,TABLET, $0.07 
004732,MECLIZINE HCL,25 MG,TABLET, $0.11 
004734,MECLIZINE HCL,50 MG,TABLET, $4.74 
004736,MECLIZINE HCL,25 MG,TAB CHEW, $0.03 
004740,BETHANECHOL CHLORIDE,10 MG,TABLET, $0.46 
004741,BETHANECHOL CHLORIDE,25 MG,TABLET, $0.51 
004742,BETHANECHOL CHLORIDE,5 MG,TABLET, $0.32 
004743,BETHANECHOL CHLORIDE,50 MG,TABLET, $0.64 
004763,PYRIDOSTIGMINE BROMIDE,60 MG/5 ML,SOLUTION, $2.53 
004764,PYRIDOSTIGMINE BROMIDE,60 MG,TABLET, $0.41 
004765,PYRIDOSTIGMINE BROMIDE,180 MG,TABLET ER, $7.15 
004817,ATROPINE SULFATE,0.1 MG/ML,SYRINGE, $1.41 
004842,METHSCOPOLAMINE BROMIDE,2.5 MG,TABLET, $1.79 
004862,HYOSCYAMINE SULFATE,125MCG/5ML,ELIXIR, $0.04 
004886,GLYCOPYRROLATE,0.2 MG/ML,VIAL, $0.26 
004887,GLYCOPYRROLATE,1 MG,TABLET, $0.19 
004888,GLYCOPYRROLATE,2 MG,TABLET, $0.21 
004902,CHLORDIAZEPOXIDE/CLIDINIUM BR,5 MG-2.5MG,CAPSULE, $0.98 
004918,DICYCLOMINE HCL,10 MG,CAPSULE, $0.15 
004922,DICYCLOMINE HCL,10 MG/ML,VIAL, $11.43 
004924,DICYCLOMINE HCL,20 MG,TABLET, $0.13 
004927,FLAVOXATE HCL,100 MG,TABLET, $1.07 
004928,OXYBUTYNIN CHLORIDE,5 MG/5 ML,SYRUP, $1.42 
004929,OXYBUTYNIN CHLORIDE,5 MG,TABLET, $0.08 
004930,NICOTINE POLACRILEX,2 MG,GUM, $0.10 
004937,EPINEPHRINE,1 MG/ML,VIAL, $7.47 
004939,NOREPINEPHRINE BITARTRATE,1 MG/ML,AMPUL, $5.96 
004944,ISOPROTERENOL HCL,0.2 MG/ML,VIAL, $17.74 
004976,DOPAMINE HCL IN DEXTROSE 5 %,800MG/.25L,PLAST. BAG, $0.14 
004999,DEXTROAMPHETAMINE/AMPHETAMINE,5 MG,TABLET, $0.21 
005000,DEXTROAMPHETAMINE/AMPHETAMINE,10 MG,TABLET, $0.26 
005001,DEXTROAMPHETAMINE/AMPHETAMINE,20 MG,TABLET, $0.29 
005002,AMPHETAMINE SULFATE,10 MG,TABLET, $1.07 
005003,AMPHETAMINE SULFATE,5 MG,TABLET, $1.18 
005005,DEXTROAMPHETAMINE SULFATE,10 MG,CAPSULE ER, $1.15 
005006,DEXTROAMPHETAMINE SULFATE,15 MG,CAPSULE ER, $1.81 
005007,DEXTROAMPHETAMINE SULFATE,5 MG,CAPSULE ER, $2.65 
005009,DEXTROAMPHETAMINE SULFATE,10 MG,TABLET, $0.63 
005010,DEXTROAMPHETAMINE SULFATE,15 MG,TABLET, $7.58 
005011,DEXTROAMPHETAMINE SULFATE,5 MG,TABLET, $0.90 
005014,METHAMPHETAMINE HCL,5 MG,TABLET, $5.09 
005021,BENZPHETAMINE HCL,50 MG,TABLET, $0.59 
005025,TERBUTALINE SULFATE,2.5 MG,TABLET, $4.33 
005026,TERBUTALINE SULFATE,5 MG,TABLET, $5.16 
005032,ALBUTEROL SULFATE,2 MG/5 ML,SYRUP, $0.06 
005033,ALBUTEROL SULFATE,2 MG,TABLET, $0.79 
005034,ALBUTEROL SULFATE,4 MG,TABLET, $0.82 
005039,ALBUTEROL SULFATE,2.5 MG/3ML,VIAL-NEB, $0.06 
005040,ALBUTEROL SULFATE,5 MG/ML,SOLUTION, $1.45 
005068,PHENYLEPHRINE HCL,10 MG/ML,VIAL, $0.91 
005089,PSEUDOEPHEDRINE HCL,30 MG,TABLET, $0.01 
005097,LABETALOL HCL,5 MG/ML,VIAL, $0.18 
005098,LABETALOL HCL,100 MG,TABLET, $0.15 
005099,LABETALOL HCL,200 MG,TABLET, $0.19 
005100,LABETALOL HCL,300 MG,TABLET, $0.27 
005108,PHENOXYBENZAMINE HCL,10 MG,CAPSULE, $19.95 
005112,PHENTOLAMINE MESYLATE,5 MG,VIAL, $351.66 
005113,PROPRANOLOL HCL,120 MG,CAP SA 24H, $0.97 
005114,PROPRANOLOL HCL,160 MG,CAP SA 24H, $1.25 
005115,PROPRANOLOL HCL,60 MG,CAP SA 24H, $0.66 
005116,PROPRANOLOL HCL,80 MG,CAP SA 24H, $0.77 
005123,PROPRANOLOL HCL,10 MG,TABLET, $0.08 
005124,PROPRANOLOL HCL,20 MG,TABLET, $0.13 
005125,PROPRANOLOL HCL,40 MG,TABLET, $0.16 
005126,PROPRANOLOL HCL,60 MG,TABLET, $0.47 
005127,PROPRANOLOL HCL,80 MG,TABLET, $0.20 
005129,METOPROLOL TARTRATE,5 MG/5 ML,AMPUL, $4.87 
005131,METOPROLOL TARTRATE,100 MG,TABLET, $0.03 
005132,METOPROLOL TARTRATE,50 MG,TABLET, $0.03 
005135,NADOLOL,20 MG,TABLET, $0.21 
005136,NADOLOL,40 MG,TABLET, $0.28 
005137,NADOLOL,80 MG,TABLET, $0.28 
005138,ATENOLOL,100 MG,TABLET, $0.04 
005139,ATENOLOL,50 MG,TABLET, $0.03 
005140,TIMOLOL MALEATE,10 MG,TABLET, $1.73 
005141,TIMOLOL MALEATE,20 MG,TABLET, $2.47 
005142,TIMOLOL MALEATE,5 MG,TABLET, $1.18 
005143,PINDOLOL,10 MG,TABLET, $1.37 
005144,PINDOLOL,5 MG,TABLET, $1.12 
005145,ACEBUTOLOL HCL,200 MG,CAPSULE, $1.94 
005146,ACEBUTOLOL HCL,400 MG,CAPSULE, $1.30 
005148,ESMOLOL HCL,100MG/10ML,VIAL, $0.48 
005152,PHENTERMINE HCL,15 MG,CAPSULE, $0.11 
005154,PHENTERMINE HCL,30 MG,CAPSULE, $0.21 
005155,PHENTERMINE HCL,37.5 MG,CAPSULE, $0.27 
005159,PHENTERMINE HCL,37.5 MG,TABLET, $0.07 
005163,DIETHYLPROPION HCL,25 MG,TABLET, $0.28 
005164,DIETHYLPROPION HCL,75 MG,TABLET ER, $3.96 
005170,PHENDIMETRAZINE TARTRATE,35 MG,TABLET, $0.17 
005229,METOCLOPRAMIDE HCL,5 MG/ML,VIAL, $0.58 
005230,METOCLOPRAMIDE HCL,5 MG/5 ML,SOLUTION, $0.05 
005231,METOCLOPRAMIDE HCL,10 MG,TABLET, $0.07 
005232,METOCLOPRAMIDE HCL,5 MG,TABLET, $0.07 
005302,OLIVE OIL,,OIL, $0.02 
005321,LANOLIN/MINERAL OIL,,LOTION, $0.01 
005352,MINERAL OIL/HYDROPHIL PETROLAT,,OINT. (G), $0.02 
005362,MINERAL OIL,,OIL, $0.04 
005418,VITAMIN E,,CREAM (G), $0.07 
005426,VITAMIN E,,OIL, $0.21 
005440,VITAMINS A AND D,,OINT. (G), $0.01 
005461,"PETROLATUM,WHITE",,OINT. (G), $0.00 
005466,CETYL ALC/STEARYL ALC/PG/SLS,,CREAM (G), $0.04 
005544,BENZOIN,,TINCTURE, $0.35 
005576,ZINC OXIDE,20 %,OINT. (G), $0.02 
005764,SALICYLIC ACID,2 %,MED. PAD, $0.14 
005768,SALICYLIC ACID,10 %,CREAM (G), $0.23 
005789,SALICYLIC ACID,17 %,LIQUID, $0.84 
005792,SALICYLIC ACID,2 %,SHAMPOO, $0.05 
005797,TRETINOIN,0.01 %,GEL (GRAM), $1.34 
005798,TRETINOIN,0.025 %,GEL (GRAM), $1.34 
005799,TRETINOIN,0.025 %,CREAM (G), $1.00 
005800,TRETINOIN,0.05 %,CREAM (G), $1.01 
005801,TRETINOIN,0.1 %,CREAM (G), $1.34 
005810,BENZOYL PEROXIDE,10 %,GEL (GRAM), $0.07 
005811,BENZOYL PEROXIDE,2.5 %,GEL (GRAM), $0.37 
005813,BENZOYL PEROXIDE,5 %,GEL (GRAM), $0.13 
005820,BENZOYL PEROXIDE,10 %,CLEANSER, $0.05 
005826,AMMONIUM LACTATE,12 %,LOTION, $0.05 
005977,COAL TAR,0.5 %,SHAMPOO, $0.06 
005978,COAL TAR,2 %,SHAMPOO, $0.07 
006004,EUCALYPTUS OIL,,OIL, $0.14 
006017,CAPSAICIN,0.025 %,CREAM (G), $0.06 
006056,METHYL SALICYLATE,,LIQUID, $0.16 
006057,METHYL SALICYLATE,,OIL, $0.51 
006137,TROLAMINE SALICYLATE,10 %,CREAM (G), $0.07 
006174,PYRITHIONE ZINC,2 %,BAR, $3.27 
006176,PYRITHIONE ZINC,2 %,SHAMPOO, $0.04 
006208,SELENIUM SULFIDE,1 %,SHAMPOO, $0.03 
006250,SOAP,,BAR, $2.70 
006283,GREEN SOAP,,TINCTURE, $0.00 
006289,UREA,10 %,CREAM (G), $0.13 
006291,UREA,20 %,CREAM (G), $0.07 
006295,UREA,10 %,LOTION, $0.02 
